Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam NL;Ruimtenaam EN;Soort studieplek;Email adres gebouw;Email adres onderwijszaal;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00089;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.780;2.78;2.78;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00090;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.760;2.76;2.76;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;ja;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00091;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.740;2.74;2.74;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00092;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.720;2.72;2.72;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00093;21 - Library;21 - Library ;21 - Library;LIB;LIB;2e verdieping;21.00.02.700;2.70;2.70;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00094;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;3e verdieping;21.00.03.010;3.01;3.01;STUDIERUIMTE - kegel - tafels;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;56;8;7;0;56;0;24;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00095;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;3e verdieping;21.00.03.010;3.01;3.01;STUDIERUIMTE - kegel - buitenring;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;52;1;52;0;52;0;52;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00096;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;3e verdieping;21.00.03.010;3.01;3.01;STUDIERUIMTE - kegel - binnenring;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;26;1;26;0;26;0;26;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00097;21 - Library;21 - Library ;21 - Library;LIB;LIB;3e verdieping;21.onbekend.002;3.70;3.70;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;12;2;6;12;0;0;8;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00098;21 - Library;21 - Library ;21 - Library;LIB;LIB;3e verdieping;21.00.03.740;3.74;3.74;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;12;2;6;12;0;0;8;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00099;21 - Library;21 - Library ;21 - Library;LIB;LIB;3e verdieping;21.00.03.780;3.78;3.78;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-21@tudelft.nl;;52.002437;4.375626;A;9;2;5;9;0;0;6;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00100;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;4e verdieping;21.00.04.010;4.01;4.01;STUDIERUIMTE - kegel - tafels;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;56;8;7;0;56;0;21;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00101;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;4e verdieping;21.00.04.010;4.01;4.01;STUDIERUIMTE - kegel - buitenring;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;45;1;45;0;45;0;45;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00102;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;4e verdieping;21.00.04.010;4.01;4.01;STUDIERUIMTE - kegel - binnenring;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;21;1;21;0;21;0;21;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00103;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;5e verdieping;21.00.05.010;5.01;5.01;STUDIERUIMTE - kegel - tafels;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;36;6;6;0;36;0;18;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00104;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;5e verdieping;21.00.05.010;5.01;5.01;STUDIERUIMTE - kegel - buitenring;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;45;1;45;0;45;0;45;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00105;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;6e verdieping;21.00.06.010;6.01;6.01;STUDIERUIMTE - kegel - tafels;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;16;4;4;0;16;0;8;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00106;21 - Library ;21 - Library ;21 - Library ;LIB;LIB;6e verdieping;21.00.06.010;6.01;6.01;STUDIERUIMTE - kegel - buitenring;Study Spot;aanlandstudieplek;Building-21@tudelft.nl;;52.002714;4.375651;B;46;1;46;0;46;0;46;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00107;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.01.01.020;A 102;A 102;STUDIERUIMTE;Study Spot;aanlandstudieplek / groepswerkplek;Building-22@tudelft.nl;;52.001637;4.373938;B;46;23;2;0;0;46;23;1;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00108;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.01.01.020;A 102;A 102;STUDIERUIMTE;Study Spot;aanlandstudieplek / groepswerkplek;Building-22@tudelft.nl;;52.001637;4.373938;B;24;4;6;12;12;0;8;1;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00109;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.01.01.500;A 150;A 150;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001710;4.374222;C;7;0;0;0;0;7;0;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00110;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.010;A 201;A 201;PC ZAAL 2;Instruction room;concentratiestudieplek;Building-22@tudelft.nl;;52.001548;4.373703;A;14;14;1;14;0;0;14;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00111;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.030;A 203;A 203;PC ZAAL 3;Instruction room;concentratiestudieplek;Building-22@tudelft.nl;;52.001548;4.373703;A;15;15;1;15;0;0;15;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00112;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.070;A 207;A 207;WERKCOLLEGEZAAL 4;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.207@tudelft.nl;52.001637;4.373938;B;34;17;2;0;34;0;17;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00113;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.110;A 211;A 211;WERKCOLLEGEZAAL 5;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.211@tudelft.nl;52.001637;4.373938;B;34;17;2;0;34;0;17;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00114;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.500;A 250;A 250;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001710;4.374222;C;6;0;0;0;0;6;0;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00115;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.510;A 251;A 251;WERKCOLLEGEZAAL 6;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.251@tudelft.nl;52.001807;4.374586;B;26;26;1;0;26;0;13;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00116;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.570;A 257;A 257;WERKCOLLEGEZAAL 7;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.257@tudelft.nl;52.001807;4.374586;B;34;17;2;0;34;0;17;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00117;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.630;A 263;A 263;WERKCOLLEGEZAAL 8;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.263@tudelft.nl;52.001807;4.374586;B;34;17;2;0;34;0;17;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00118;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.660;A 266;A 266;WERKCOLLEGEZAAL 9;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.266@tudelft.nl;52.001807;4.374586;B;34;17;2;0;34;0;17;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00119;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.01.02.720;A 272;A 272;WERKCOLLEGEZAAL 10;Instruction room;onderwijsruimte;Building-22@tudelft.nl;Room-22.A.272@tudelft.nl;52.001807;4.374586;B;32;16;2;0;32;0;16;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00120;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;begane grond;22.01.00.500;A 050;A 050;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001710;4.374222;C;6;0;0;0;0;4;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00121;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;begane grond;22.00.00.010;F 001;F 001;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001548;4.373703;C;10;0;0;0;0;10;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00122;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;begane grond;22.00.00.500;F 050;F 050;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000887;4.374163;C;4;0;0;0;0;4;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00123;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;begane grond;22.00.00.750;F 075;F 075;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000576;4.374350;C;23;7;3;0;23;0;7;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00124;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;begane grond;22.00.00.990;F 099;F 099;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000287;4.374516;C;4;2;2;0;4;7;1;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00125;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.00.01.010;F 101;F 101;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001548;4.373703;C;12;0;0;0;0;12;0;1;rumoerig;nee;nee;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00126;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.00.01.250;F 125;F 125;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001226;4.373895;C;10;1;6;0;6;4;4;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00127;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.00.01.500;F 150;F 150;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000887;4.374163;C;4;0;0;0;0;4;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00128;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.00.01.750;F 175;F 175;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000576;4.374350;C;12;3;8;0;24;2;6;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00129;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.010;F 201;F 201;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001548;4.373703;C;7;0;0;0;0;7;0;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00130;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.250;F 225;F 225;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.001226;4.373895;C;12;2;6;12;0;0;4;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00131;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.500;F 250;F 250;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000887;4.374163;C;11;0;0;0;0;11;0;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00132;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.590;F 259;F 259;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-22@tudelft.nl;;52.000737;4.374256;A;8;1;6;6;0;2;4;1;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00133;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;2e verdieping;22.00.02.750;F 275;F 275;GANG;Corridor;informeel zitje;Building-22@tudelft.nl;;52.000576;4.374350;C;27;6;3;0;17;10;3;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
