Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam NL;Ruimtenaam EN;Soort studieplek;Email adres gebouw;Email adres onderwijszaal;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep
SSP00129;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;begane grond;23.00.00.741;HG 0.72.2;HG 0.72.2;PROJECT ROOM;Group room;aanlandstudieplek;Building-23@tudelft.nl;;51.998427;4.375832;B;4;1;4;0;4;0;2;1;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00130;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.410;HG 1.33;HG 1.33;PROJECT ROOM;Project room;onderwijsruimte;Building-23@tudelft.nl;;51.999058;4.375404;B;115;23;5;115;0;0;56;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00131;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.550;HG 2.55;HG 2.55;PROJECT ROOM;Group room;groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;5;1;5;0;5;0;2;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00132;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.570;HG 2.57;HG 2.57;PROJECT ROOM;Group room;groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;8;2;4;0;8;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00133;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.590;HG 2.59;HG 2.59;PROJECT ROOM;Group room;groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;8;2;4;2;6;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00134;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.610;HG 2.61;HG 2.61;PROJECT ROOM;Group room;groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;8;1;8;0;8;0;2;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00135;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;2e verdieping;23.00.02.630;HG 2.63;HG 2.63;PROJECT ROOM;Group room;groepswerkplek;Building-23@tudelft.nl;;51.998704;4.375644;B;8;2;4;0;8;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00136;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.930;HG 1.93;HG 1.93;PROJECT ROOM 1.93;Instruction room;onderwijsruimte;Building-23@tudelft.nl;Room-23.HG.1.93@tudelft.nl;51.997993;4.376141;A;12;12;1;12;0;0;12;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00137;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.970;HG 1.97;HG 1.97;PROJECT ROOM 1.97;Instruction room;onderwijsruimte;Building-23@tudelft.nl;Room-23.HG.1.97@tudelft.nl;51.997993;4.376141;A;40;5;8;40;0;0;40;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00138;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;6e verdieping;23.00.06.760;HG 6.76;HG 6.76;RESTAURANT;Restaurant;horecaplek;Building-23@tudelft.nl;;51.998191;4.376007;C;215;23;8;0;215;0;100;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00139;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;tussenverdieping 1e;23.00.T1.420;HG 1.39.1;HG 1.39.1;STUDY ROOM/AREA;Study Spot;aanlandstudieplek / groepswerkplek;Building-23@tudelft.nl;;51.999058;4.375404;B;64;16;4;14;50;0;32;1;rustig;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00140;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.770;HG 1.77;HG 1.77;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-23@tudelft.nl;;51.998191;4.376007;A;42;8;5;42;0;0;42;1;stil;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00141;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.770;HG 1.77;HG 1.77;STUDY ROOM/AREA;Instruction room;concentratiestudieplek;Building-23@tudelft.nl;;51.998191;4.376007;A;21;21;1;21;0;0;21;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00142;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;tussenverdieping 1e;23.00.T1.760;HG 1.78;HG 1.78;STUDY ROOM/AREA;Instruction room;concentratiestudieplek;Building-23@tudelft.nl;;51.998191;4.376007;A;26;3;8;26;0;0;26;1;stil;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;>25m;nee
SSP00143;23 - Civiele Techniek en Geowetenschappen;23 - Civil Engineering and Geosciences;23 - Civiele Techniek en Geowetenschappen;CiTG;CEG;1e verdieping;23.00.01.722;HG 1.81;HG 1.81;STUDY ROOM/AREA;Study Spot;aanlandstudieplek;Building-23@tudelft.nl;;51.998191;4.376007;B;10;2;5;10;0;0;10;1;rumoerig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00144;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.807;1.807;1.807;GANG;Corridor;aanlandstudieplek / groepswerkplek;Building-35@tudelft.nl;;51.999100;4.371846;B;18;2;9;0;18;0;18;1;rustig;nee;nee;ja (<1 pp);nee;nee;ja;nee;nee;0-25m;0-25m;0-25m;nee
SSP00145;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.070;1.070;1.070;PROJECT ROOM 1;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00146;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.081;1.081;1.081;PROJECT ROOM 2;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00147;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.082;1.082;1.082;PROJECT ROOM 3;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00148;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.090;1.090;1.090;PROJECT ROOM 4;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00149;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.100;1.100;1.100;PROJECT ROOM 5;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00150;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.110;1.110;1.110;PROJECT ROOM 6;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00151;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.120;1.120;1.120;PROJECT ROOM 7;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00152;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.130;1.130;1.130;PROJECT ROOM 8;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00153;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;begane grond;35.00.00.010;0.010;0.010;STUDIEPLEKKEN;Study Spot;onderwijsruimte;Building-35@tudelft.nl;Room-35.0.010@tudelft.nl;51.998897;4.371182;B;56;14;3;42;0;0;28;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00154;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;begane grond;35.00.00.010;0.010;0.010;STUDIEPLEKKEN;Study Spot;onderwijsruimte;Building-35@tudelft.nl;Room-35.0.010@tudelft.nl;51.998897;4.371182;A;56;28;2;53;0;0;56;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00155;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;begane grond;35.00.00.011;0.011;0.011;STUDY ROOM/AREA;Study Spot;onderwijsruimte;Building-35@tudelft.nl;Room-35.0.011@tudelft.nl;51.998826;4.370869;B;6;6;1;4;2;0;6;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;>25m;nee
SSP00156;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.800;1.800;1.800;WERKZITPLAATS (HAL);Corridor;aanlandstudieplek;Building-35@tudelft.nl;;51.999086;4.371394;B;30;10;2;0;16;14;14;1;rustig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00157;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;begane grond;36.01.00.510;HB 00.510;HB 00.510;GANG;Corridor;aanlandstudieplek;Building-36@tudelft.nl;;51.998951;4.373250;B;16;2;4;0;8;8;4;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00158;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;1e verdieping;36.01.01.513;HB 01.513;HB 01.513;GANG;Corridor;informeel zitje;Building-36@tudelft.nl;;51.998750;4.373232;C;20;2;10;0;20;0;8;1;rumoerig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00159;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;1e verdieping;36.01.01.513;HB 01.513;HB 01.513;GANG;Corridor;informeel zitje;Building-36@tudelft.nl;;51.998750;4.373232;C;52;5;6;0;32;0;8;1;rumoerig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00160;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;1e verdieping;36.01.01.030;HB 01.030;HB 01.030;RESTAURANT;Restaurant;horecaplek;Building-36@tudelft.nl;;51.998987;4.373433;C;156;26;6;0;156;0;52;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00161;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;1e verdieping;36.01.01.030;HB 01.030;HB 01.030;RESTAURANT;Restaurant;horecaplek;Building-36@tudelft.nl;;51.998987;4.373433;C;11;0;0;0;0;11;0;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00162;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;1e verdieping;36.01.01.030;HB 01.030;HB 01.030;RESTAURANT;Restaurant;horecaplek;Building-36@tudelft.nl;;51.998987;4.373433;C;32;4;8;0;32;0;16;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00163;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;begane grond;36.01.00.130;HB 00.130;HB 00.130;STUDY ROOM/AREA;Corridor;aanlandstudieplek / groepswerkplek;Building-36@tudelft.nl;;51.998987;4.373433;B;16;4;4;0;16;0;4;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00164;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;begane grond;36.01.00.130;HB 00.130;HB 00.130;STUDY ROOM/AREA;Corridor;aanlandstudieplek / groepswerkplek;Building-36@tudelft.nl;;51.998987;4.373433;B;36;6;6;0;36;0;24;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00165;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;begane grond;36.01.00.511;HB 00.511;HB 00.511;STUDY ROOM/AREA;Study Spot;aanlandstudieplek / groepswerkplek;Building-36@tudelft.nl;;51.998750;4.373232;B;36;18;2;18;0;0;18;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00166;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;begane grond;36.01.00.512;HB 00.512;HB 00.512;STUDY ROOM/AREA;Corridor;aanlandstudieplek / groepswerkplek;Building-36@tudelft.nl;;51.998819;4.372975;B;16;8;2;0;16;0;8;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00167;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;begane grond;36.01.00.512;HB.00.512;HB.00.512;STUDY ROOM/AREA;Corridor;aanlandstudieplek;Building-36@tudelft.nl;;51.998819;4.372975;B;8;4;2;0;8;0;4;1;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;>25m;0-25m;nee
SSP00168;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;2e verdieping;36.01.02.230;HB 02.230;HB 02.230;STUDY ROOM/AREA;Group room;groepswerkplek;Building-36@tudelft.nl;;51.998613;4.373536;B;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;ja;nee;nee;>25m;0-25m;0-25m;nee
SSP00169;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;2e verdieping;36.01.02.240;HB 02.240;HB 02.240;STUDY ROOM/AREA;Group room;groepswerkplek;Building-36@tudelft.nl;;51.998613;4.373536;B;6;1;6;6;0;0;4;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;ja;nee;nee;>25m;0-25m;0-25m;nee
SSP00170;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;2e verdieping;36.01.02.300;HB 02.300;HB 02.300;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-36@tudelft.nl;;51.998763;4.373437;A;39;13;3;39;0;0;39;1;stil;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00171;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;2e verdieping;36.01.02.300;HB 02.300;HB 02.300;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-36@tudelft.nl;;51.998763;4.373437;A;36;10;4;36;0;0;36;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00172;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;2e verdieping;36.01.02.300;HB 02.300;HB 02.300;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-36@tudelft.nl;;51.998763;4.373437;A;4;2;0;0;0;4;2;1;stil;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00173;36 - EWI;36 - Electrical Engineering, Mathematics and Computer Science;36 - EWI;EWI-36;EEMCS-36;2e verdieping;36.01.02.300;HB 02.300;HB 02.300;STUDY ROOM/AREA;Study Spot;aanlandstudieplek / groepswerkplek;Building-36@tudelft.nl;;51.998763;4.373437;B;8;1;6;0;6;2;2;1;stil;nee;ja;nee;nee;nee;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00174;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.04.00.120;D-0-120;D-0-120;COMPUTER ROOM CTRL;Instruction room;onderwijsruimte;Building-32@tudelft.nl;Room-32.D-0-120@tudelft.nl;52.001200;4.369870;A;76;19;4;76;0;0;76;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00175;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.04.00.040;D-0-040;D-0-040;COMPUTER ROOM ENTER;Instruction room;onderwijsruimte;Building-32@tudelft.nl;Room-32.D-0-040@tudelft.nl;52.001200;4.369870;A;76;19;4;76;0;0;76;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00176;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.04.00.160;D-0-160;D-0-160;COMPUTER ROOM SHIFT;Instruction room;onderwijsruimte;Building-32@tudelft.nl;Room-32.D-0-160@tudelft.nl;52.001200;4.369870;A;76;19;4;76;0;0;76;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja
SSP00177;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.280;B-1-280;B-1-280;COMPUTERZAAL ZEBRA 1;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;A;45;45;1;45;0;0;45;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00178;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.280;B-1-280;B-1-280;COMPUTERZAAL ZEBRA 1;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;B;6;2;3;6;0;0;6;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00179;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.360;B-1-360;B-1-360;COMPUTERZAAL ZEBRA 2;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;A;28;28;1;28;0;0;28;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00180;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.360;B-1-360;B-1-360;COMPUTERZAAL ZEBRA 2;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;B;8;8;1;0;0;0;8;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00181;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.380;B-1-380;B-1-380;COMPUTERZAAL ZEBRA 3;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;A;26;26;1;26;0;0;26;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00182;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.380;B-1-380;B-1-380;COMPUTERZAAL ZEBRA 3;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;B;9;9;1;0;0;0;9;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00183;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;tussenverdieping bg;32.01.01.110;A-1-110;A-1-110;ENTRESOL;Hall - Entresol;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001440;4.369694;B;84;13;6;0;84;0;36;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;>25m;nee
SSP00184;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;tussenverdieping bg;32.01.01.190;A-1-190;A-1-190;ENTRESOL;Hall - Entresol;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001440;4.369694;B;48;8;6;0;48;0;18;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;>25m;>25m;>25m;nee
SSP00185;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;tussenverdieping bg;32.01.01.190;A-1-190;A-1-190;ENTRESOL;Hall - Entresol;aanlandstudieplek;Building-32@tudelft.nl;;52.001440;4.369694;B;45;2;20;45;0;0;45;1;rumoerig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;>25m;nee
SSP00186;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.802;A-0-802;A-0-802;GANG;Corridor;informeel zitje;Building-32@tudelft.nl;;52.001677;4.369711;C;10;2;5;0;6;4;3;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00187;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.01.01.801;A-1-801;A-1-801;GANG;Corridor;aanlandstudieplek;Building-32@tudelft.nl;;52.001429;4.369398;B;16;1;16;16;0;0;16;1;rumoerig;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00188;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.01.01.801;A-1-801;A-1-801;GANG;Corridor;aanlandstudieplek;Building-32@tudelft.nl;;52.001429;4.369398;B;24;2;12;24;0;0;24;1;rumoerig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00189;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;kelder;32.01.K1.804;A-K-804;A-K-804;GANG;Corridor;aanlandstudieplek;Building-32@tudelft.nl;;52.001440;4.369694;B;12;2;6;0;12;0;8;1;rumoerig;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;>25m;>25m;nee
SSP00190;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.190;A-0-190;A-0-190;HAL;Hall;aanlandstudieplek;Building-32@tudelft.nl;;52.001644;4.369478;B;20;1;20;20;0;0;20;1;rumoerig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00191;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.190;A-0-190;A-0-190;HAL;Hall;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001644;4.369478;B;40;8;5;0;40;0;8;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00192;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.300;A-0-300;A-0-300;HAL;Hall;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001644;4.369478;B;38;10;2;0;18;18;11;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
